Molecule Name,CDD Number,CXSMILES (CDD Compatible),SMILES,Batch Name,Batch Molecule-Batch ID,Canonical PostEra ID,suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Lower) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Upper) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Hill slope,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Curve class
CVD-0013297,"",O=C(CC1=CC(Cl)=CC(CC2CC(=O)N2)=C1)NC1=CN=CC2=CC=CC=C12,Clc1cc(CC2CC(=O)N2)cc(CC(=O)Nc2cncc3ccccc23)c1,001,CVD-0013297-001,EDJ-MED-50011917-1,O=C(Cc1cc(Cl)cc(CC2CC(=O)N2)c1)Nc1cncc2ccccc12,4.57,4.07,5.13,1.18,1.1
CVD-0013296,"",C[C@H]1COC2=CC=C(Cl)C=C2[C@H]1C(=O)NC1=CN=CC2=CC=CC=C12,C[C@H]1COC2=C(C=C(Cl)C=C2)[C@H]1C(=O)NC1=C2C(=CN=C1)C=CC=C2,001,CVD-0013296-001,MAT-POS-8a69d52e-5,C[C@H]1COc2ccc(Cl)cc2[C@H]1C(=O)Nc1cncc2ccccc12 |o1:1|,> 99.5,"","",0.269,3
CVD-0013295,"",C[C@H]1COC2=CC=C(Cl)C=C2[C@@H]1C(=O)NC1=CN=CC2=CC=CC=C12,C[C@H]1COC2=C(C=C(Cl)C=C2)[C@@H]1C(=O)NC1=C2C(=CN=C1)C=CC=C2,001,CVD-0013295-001,EDJ-MED-e4b030d8-11,C[C@H]1COc2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12,0.145,0.132,0.158,1.07,2.1
CVD-0013295,"",C[C@H]1COC2=CC=C(Cl)C=C2[C@@H]1C(=O)NC1=CN=CC2=CC=CC=C12,C[C@H]1COC2=C(C=C(Cl)C=C2)[C@@H]1C(=O)NC1=C2C(=CN=C1)C=CC=C2,001,CVD-0013295-001,EDJ-MED-e4b030d8-11,C[C@H]1COc2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12,0.169,0.159,0.179,1.03,2.1
CVD-0013294,"",C[C@@H]1COC2=CC=C(Cl)C=C2[C@@H]1C(=O)NC1=CN=CC2=CC=CC=C12,C[C@@H]1COC2=CC=C(Cl)C=C2[C@@H]1C(=O)NC1=CN=CC2=CC=CC=C12,001,CVD-0013294-001,MAT-POS-8a69d52e-7,C[C@@H]1COc2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12,1.71,1.00,2.92,0.829,1.3
CVD-0013292,"",C[C@H]1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2O1,C[C@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,001,CVD-0013292-001,MAT-POS-8a69d52e-3,"C[C@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1 |o1:1,3|",52.1,24.1,113,0.658,2.3
CVD-0013291,"",C[C@@H]1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2O1,C[C@@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,001,CVD-0013291-001,MAT-POS-8a69d52e-2,"C[C@@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1 |o1:1,3|",0.679,0.560,0.824,0.967,1.1
CVD-0013289,"",O=C(NC1=CN=CC2=CC=CC=C12)C1CCN(CC2=CN=CN2)C2=CC=C(Cl)C=C21,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CCN2Cc1cnc[nH]1,001,CVD-0013289-001,ALP-UNI-b33a865d-1,O=C(Nc1cncc2ccccc12)C1CCN(Cc2cnc[nH]2)c2ccc(Cl)cc21,1.12,1.06,1.18,1.08,1.1
CVD-0013279,"",O=C(NC1N=NC2=CC=CC=C21)C1CCOC2=CC=C(Cl)C=C21,Clc1ccc2c(c1)C(C(=O)NC1N=Nc3ccccc31)CCO2,002,CVD-0013279-002,JAG-UCB-52b62a6f-6,O=C(Nc1[nH]nc2ccccc12)C1CCOc2ccc(Cl)cc21,> 99.5,"","","",""
CVD-0013275,"",O=C(OC1=CN=CC2=CC=CC=C12)C1CCOC2=CC=C(Cl)C=C21,Clc1ccc2c(c1)C(C(=O)Oc1cncc3ccccc13)CCO2,001,CVD-0013275-001,DAR-DIA-6a508060-2,O=C(Oc1cncc2ccccc12)C1CCOc2ccc(Cl)cc21,0.522,0.497,0.548,1.12,1.1
CVD-0013273,"",O=C(C1=CN=CC2=CC=CC=C12)N1CCN(C2=CC=CC=C2)CC1,O=C(N1CCN(c2ccccc2)CC1)c1cncc2ccccc12,001,CVD-0013273-001,MAR-UCB-f313ec4d-6,O=C(c1cncc2ccccc12)N1CCN(c2ccccc2)CC1,5.45,5.19,5.72,1.08,1.1
CVD-0013272,"",COC1=CC=CC=C1NCCNC(=O)C1=CC(=O)NC2=CC=CC=C12,COc1ccccc1NCCNC(=O)c1cc(=O)[nH]c2ccccc12,001,CVD-0013272-001,MAR-UCB-f313ec4d-4,COc1ccccc1NCCNC(=O)c1cc(=O)[nH]c2ccccc12,> 99.5,"","",0.519,2.3
CVD-0013271,"",COC1=CC=CC=C1OCCC(=O)NC1=CN=CC2=CC=CC=C12,COc1ccccc1OCCC(=O)Nc1cncc2ccccc12,001,CVD-0013271-001,MAR-UCB-f313ec4d-3,COc1ccccc1OCCC(=O)Nc1cncc2ccccc12,> 99.5,"","",1.17,2.1
CVD-0013271,"",COC1=CC=CC=C1OCCC(=O)NC1=CN=CC2=CC=CC=C12,COc1ccccc1OCCC(=O)Nc1cncc2ccccc12,001,CVD-0013271-001,MAR-UCB-f313ec4d-3,COc1ccccc1OCCC(=O)Nc1cncc2ccccc12,93.6,88.5,99.0,2.64,2.1
CVD-0013270,"",COC1=CC=CC=C1OCCNC(=O)C1=CN=CC2=CC=CC=C12,COc1ccccc1OCCNC(=O)c1cncc2ccccc12,001,CVD-0013270-001,MAR-UCB-f313ec4d-2,COc1ccccc1OCCNC(=O)c1cncc2ccccc12,3.24,3.10,3.39,1.07,1.1
CVD-0013267,"",O=C(C1=CC(=O)NC2=CC=CC=C12)N1CCN(CC2=CC(C(F)(F)F)=CC=C2)CC1,FC(F)(F)c1cccc(CN2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1,001,CVD-0013267-001,ERI-UCB-a0b0dbcb-13,O=C(c1cc(O)nc2ccccc12)N1CCN(Cc2cccc(C(F)(F)F)c2)CC1,34.2,27.2,43.0,0.892,2.1
CVD-0013266,"",O=C(C1=CC(=O)NC2=CC=CC=C12)N1CCN(CC2=CC(Cl)=CC=C2)CC1,Clc1cccc(CN2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1,001,CVD-0013266-001,ERI-UCB-a0b0dbcb-12,O=C(c1cc(O)nc2ccccc12)N1CCN(Cc2cccc(Cl)c2)CC1,4.57,3.94,5.30,0.941,1.1
CVD-0013265,"",COC1=CC=CC(CN2CCN(C(=O)C3=CC(=O)NC4=CC=CC=C34)CC2)=C1,COc1cccc(CN2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1,001,CVD-0013265-001,ERI-UCB-a0b0dbcb-11,COc1cccc(CN2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1,27.3,25.1,29.8,1.20,2.1
CVD-0013263,"",COC1=CC=CC=C1OC1CN(C(=O)C2=CC(=O)NC3=CC=CC=C23)C1,COc1ccccc1OC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,001,CVD-0013263-001,ERI-UCB-a0b0dbcb-9,COc1ccccc1OC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,> 99.5,"","",1.13,2.1
CVD-0013262,"",COC1=CC=CC=C1NC1CN(C(=O)C2=CC(=O)NC3=CC=CC=C23)C1,COc1ccccc1NC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,001,CVD-0013262-001,ERI-UCB-a0b0dbcb-8,COc1ccccc1NC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,> 99.5,"","",1.13,2.1
CVD-0013260,"",COC1=CC=CC=C1OC1CCN(C(=O)C2=CC(=O)NC3=CC=CC=C23)C1,COc1ccccc1OC1CCN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,001,CVD-0013260-001,ERI-UCB-a0b0dbcb-6,COc1ccccc1OC1CCN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,> 99.5,"","",1.20,2.1
CVD-0013258,CDD-148384,O=C(C1=CC(=O)NC2=CC=CC=C12)N1CCN(C2=CC(C(F)(F)F)=CC=C2)CC1,FC(F)(F)c1cccc(N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1,001,CVD-0013258-001,ERI-UCB-a0b0dbcb-4,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2cccc(C(F)(F)F)c2)CC1,3.80,3.29,4.39,0.960,1.1
CVD-0013256,CDD-2324267,O=C(C1=CC(=O)NC2=CC=CC=C12)N1CCN(C2=CC(Cl)=CC=C2)CC1,Clc1cccc(N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1,001,CVD-0013256-001,ERI-UCB-a0b0dbcb-2,O=C(c1cc(O)nc2ccccc12)N1CCN(c2cccc(Cl)c2)CC1,2.16,2.06,2.27,1.04,1.1
CVD-0013245,"",C=CC(=O)N(C(=O)[C@H]1CCOC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12,Clc1ccc2c(c1)[C@@H](C(=O)N(C(=O)C=C)c1cncc3ccccc13)CCO2,001,CVD-0013245-001,VLA-UCB-05e51b3f-10,[H][C@]1(C(=O)N(C(=O)C=C)c2cncc3ccccc23)CCOc2ccc(Cl)cc21,1.45,1.31,1.59,0.876,1.1
CVD-0013240,"",O=C1C[C@@]2(CCOC3=CC=C(Cl)C=C32)C(=O)N1C1=CN=CC2=CC=CC=C12,Clc1ccc2c(c1)[C@@]1(CCO2)CC(=O)N(c2cncc3ccccc23)C1=O,001,CVD-0013240-001,VLA-UCB-05e51b3f-5,O=C1C[C@@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,39.8,32.9,48.2,1.38,2.1
CVD-0013231,"",CC1=CC=NC=C1NC(=O)CC1=CC(Cl)=CC(OCC2=NNC3=CC=CC=C23)=C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2n[nH]c3ccccc23)c1,001,CVD-0013231-001,MAT-POS-173a45da-2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2n[nH]c3ccccc23)c1,> 99.5,"","",0.814,2.3
CVD-0013230,"",O=C(CC1=CN=CC2=CC=CC=C12)N(CCC1CCCCC1)C1=CC(Cl)=CC=C1,Clc1cccc(N(CCC2CCCCC2)C(=O)Cc2cncc3ccccc23)c1,001,CVD-0013230-001,MAT-POS-173a45da-1,O=C(Cc1cncc2ccccc12)N(CCC1CCCCC1)c1cccc(Cl)c1,2.11,1.99,2.24,1.05,1.1
CVD-0013229,"",O=C(CC1=CC(Cl)=CC=N1)NC1=CN=CC2=CC=CC=C12,Clc1ccnc(CC(=O)Nc2cncc3ccccc23)c1,001,CVD-0013229-001,PET-UNK-3c72d439-1,O=C(Cc1cc(Cl)ccn1)Nc1cncc2ccccc12,3.40,3.15,3.67,1.08,1.1
CVD-0013228,"",O=C(CC1=CC(CC2=CC=NN2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(Cc2ccn[nH]2)c1,001,CVD-0013228-001,PET-UNK-372a2f82-1,Cl.O=C(Cc1cc(Cl)cc(Cc2ccn[nH]2)c1)Nc1cncc2ccccc12,5.04,4.35,5.85,1.20,1.1
CVD-0013227,"",O=C(NC1=CN=CC2=CC=CC=C12)[C@H]1COC2=CC=C(Cl)C=C2C1,Clc1ccc2c(c1)C[C@@H](C(=O)Nc1cncc3ccccc13)CO2,001,CVD-0013227-001,MAT-POS-8e4737f4-2,O=C(Nc1cncc2ccccc12)[C@H]1COc2ccc(Cl)cc2C1 |o1:13|,> 99.5,"","",0.204,2.3
CVD-0013226,"",C[C@]1(C(=O)NC2=CN=CC3=CC=CC=C23)CCOC2=CC=C(Cl)C=C21,C[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,001,CVD-0013226-001,MAT-POS-8e4737f4-1,C[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,19.5,17.6,21.5,1.09,2.1
CVD-0013224,"",O=C(CC1=CC(Cl)=CC=C1)NC1=CN=CC2=C1CCCN2,Clc1cccc(CC(=O)Nc2cncc3c2CCCN3)c1,001,CVD-0013224-001,MAT-POS-14ad9fe9-1,O=C(Cc1cccc(Cl)c1)Nc1cncc2c1CCCN2,7.27,4.55,11.6,0.937,1.3
CVD-0013222,"",O=C(CC1=NC(Cl)=CC=C1)NC1=CN=CC2=CC=CC=C12,Clc1cccc(CC(=O)Nc2cncc3ccccc23)n1,001,CVD-0013222-001,MAT-POS-afd4d4fd-2,O=C(Cc1cccc(Cl)n1)Nc1cncc2ccccc12,40.7,37.3,44.3,1.08,2.1
CVD-0013218,"",CNC(=O)NC1=CC=C(N(CC2=CSC=C2)C(=O)CN2N=NC3=CC=CC=C32)C=C1,CNC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc23)cc1,001,CVD-0013218-001,ROB-IMP-e811baff-1,CNC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,1.42,0.557,3.62,0.518,1.3
CVD-0013216,"",CN(C)C1=CC=C(N(CC2=CSC=C2)C(=O)CC2=CN=CC3=CC=CC=C23)C=C1,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cc2cncc3ccccc23)cc1,001,CVD-0013216-001,PET-UNK-1901c25b-1,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cc2cncc3ccccc23)cc1,0.285,0.167,0.484,0.803,2.3
CVD-0013215,"",O=C1N(C2=CN=CC3=CC=CC=C23)CCCC12CCOC1=CC=C(Cl)C=C12,Clc1ccc2c(c1)C1(CCO2)CCCN(c2cncc3ccccc23)C1=O,001,CVD-0013215-001,ALP-POS-477dc5b7-5,O=C1N(c2cncc3ccccc23)CCCC12CCOc1ccc(Cl)cc12,0.489,0.449,0.533,1.04,1.1
CVD-0013214,"",O=C1N(C2=CN=CC3=CC=CC=C23)CCC12CCOC1=CC=C(Cl)C=C12,Clc1ccc2c(c1)C1(CCO2)CCN(c2cncc3ccccc23)C1=O,002,CVD-0013214-002,ALP-POS-477dc5b7-4,"ClC1=CC=C2OCCC3(CCN(C3=O)C3=CN=CC4=CC=CC=C34)C2=C1 |c:17,21,28,t:1,3,15,19,23|",0.666,0.613,0.724,1.28,1.1
CVD-0013213,"",O=C(NC1=CN=CC2=CC=CC=C12)C1(CCC2CC2)CCOC2=CC=C(Cl)C=C21,Clc1ccc2c(c1)C(CCC1CC1)(C(=O)Nc1cncc3ccccc13)CCO2,001,CVD-0013213-001,ALP-POS-477dc5b7-3,O=C(Nc1cncc2ccccc12)C1(CCC2CC2)CCOc2ccc(Cl)cc21,40.7,35.5,46.7,1.82,2.1
CVD-0013212,"",O=C(NC1=CN=CC2=CC=CC=C12)C1CCNC2=CC=C(Cl)C=C21,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CCN2,001,CVD-0013212-001,ALP-POS-477dc5b7-2,O=C(Nc1cncc2ccccc12)C1CCNc2ccc(Cl)cc21,0.259,0.246,0.272,1.09,2.1
CVD-0013211,"",O=C(NC1=CN=CC2=CC=CC=C12)C1CCCC2=CC=C(Cl)C=C21,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CCC2,001,CVD-0013211-001,ALP-POS-477dc5b7-1,O=C(Nc1cncc2ccccc12)C1CCCc2ccc(Cl)cc21,0.324,0.257,0.408,0.922,1.1
CVD-0013210,"",C[C@@]1(C(=O)NC2=CN=CC3=CC=CC=C23)CCOC2=CC=C(Cl)C=C21,C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,001,CVD-0013210-001,EDJ-MED-e4b030d8-13,C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,0.284,0.272,0.296,1.08,1.1
CVD-0013209,"",O=C(NC1=CN=CC2=CC=CC=C12)[C@@H]1COC2=CC=C(Cl)C=C2C1,Clc1ccc2c(c1)C[C@H](C(=O)Nc1cncc3ccccc13)CO2,001,CVD-0013209-001,EDJ-MED-e4b030d8-12,O=C(Nc1cncc2ccccc12)[C@@H]1COc2ccc(Cl)cc2C1 |o1:13|,> 99.5,"","",0.637,2.3
CVD-0013209,"",O=C(NC1=CN=CC2=CC=CC=C12)[C@@H]1COC2=CC=C(Cl)C=C2C1,Clc1ccc2c(c1)C[C@H](C(=O)Nc1cncc3ccccc13)CO2,001,CVD-0013209-001,EDJ-MED-e4b030d8-12,O=C(Nc1cncc2ccccc12)[C@@H]1COc2ccc(Cl)cc2C1 |o1:13|,> 7.46,"","",1.01,2.1
CVD-0013208,"",C[C@@H]1COC2=CC=C(Cl)C=C2[C@H]1C(=O)NC1=CN=CC2=CC=CC=C12,C[C@@H]1COc2ccc(Cl)cc2[C@H]1C(=O)Nc1cncc2ccccc12,001,CVD-0013208-001,MAT-POS-8a69d52e-6,C[C@@H]1COc2ccc(Cl)cc2[C@H]1C(=O)Nc1cncc2ccccc12 |o1:1|,> 99.5,"","",0.399,2.3
CVD-0013205,"",CC1=C(Cl)C=CC2=C1[C@H](C(=O)NC1=CN=CC3=CC=CC=C13)CCO2,Cc1c(Cl)ccc2c1[C@H](C(=O)Nc1cncc3ccccc13)CCO2,001,CVD-0013205-001,EDJ-MED-e4b030d8-8,"CC1=C(Cl)C=CC2=C1[C@@H](CCO2)C(=O)NC1=CN=CC2=CC=CC=C12 |c:1,4,6,19,23,t:17,21,25|",3.67,3.00,4.49,1.11,1.1
CVD-0013204,"",COC1=CC(Cl)=CC2=C1OCC[C@H]2C(=O)NC1=CN=CC2=CC=CC=C12,COc1cc(Cl)cc2c1OCC[C@H]2C(=O)Nc1cncc2ccccc12,001,CVD-0013204-001,EDJ-MED-e4b030d8-7,COc1cc(Cl)cc2c1OCC[C@H]2C(=O)Nc1cncc2ccccc12 |o1:12|,> 99.5,"","",1.09,2.3
CVD-0013200,"",C[C@H]1C[C@@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2O1,C[C@H]1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,001,CVD-0013200-001,EDJ-MED-e4b030d8-3,"C[C@H]1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1 |o1:1,3|",20.1,15.6,25.8,1.13,2.1
CVD-0013199,"",C[C@@H]1C[C@@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2O1,C[C@@H]1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,001,CVD-0013199-001,EDJ-MED-e4b030d8-2,"C[C@@H]1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1 |o1:1,3|",0.231,0.217,0.247,1.11,1.1
CVD-0013197,"",O=C(NC1=CN=CC2=CC=CC=C12)C1CCOC2=CC=C(Br)C=C21,Brc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CCO2,001,CVD-0013197-001,MAT-POS-11b63608-1,O=C(Nc1cncc2ccccc12)C1CCOc2ccc(Br)cc21,0.851,0.716,1.01,0.969,1.1
CVD-0013196,"",CC1=CC=NC=C1NC(=O)[C@@H](C)OC(F)F,C[C@@H](OC(F)F)C(=O)Nc1cnccc1C,001,CVD-0013196-001,MAT-POS-5d20d11c-1,Cc1ccncc1NC(=O)[C@@H](C)OC(F)F |o1:10|,(IC50 could not be calculated),"","","",""
CVD-0013195,"",O=C(CC1=CC(Cl)=CC2=C1OCC2)NC1=CN=CC2=CC=CC=C12,Clc1cc2c(c(CC(=O)Nc3cncc4ccccc34)c1)OCC2,001,CVD-0013195-001,MAT-POS-bbbbc21a-3,O=C(Cc1cc(Cl)cc2c1OCC2)Nc1cncc2ccccc12,1.87,1.44,2.42,0.819,2.1
CVD-0013195,"",O=C(CC1=CC(Cl)=CC2=C1OCC2)NC1=CN=CC2=CC=CC=C12,Clc1cc2c(c(CC(=O)Nc3cncc4ccccc34)c1)OCC2,001,CVD-0013195-001,MAT-POS-bbbbc21a-3,O=C(Cc1cc(Cl)cc2c1OCC2)Nc1cncc2ccccc12,1.13,0.962,1.32,0.854,1.1
CVD-0013194,"",CC1=CC=NC=C1NC(=O)[C@@H]1CCOC2=CC=C(Cl)C=C21,Cc1ccncc1NC(=O)[C@@H]1CCOc2ccc(Cl)cc21,001,CVD-0013194-001,MAT-POS-b3e365b9-4,[H][C@]1(C(=O)Nc2cnccc2C)CCOc2ccc(Cl)cc21,> 99.5,"","",1.54,3
CVD-0013193,"",CC1=CC=NC=C1NC(=O)[C@H]1CCOC2=CC=C(Cl)C=C21,Cc1ccncc1NC(=O)[C@H]1CCOc2ccc(Cl)cc21,001,CVD-0013193-001,MAT-POS-b3e365b9-3,[H][C@@]1(C(=O)Nc2cnccc2C)CCOc2ccc(Cl)cc21,4.95,4.70,5.21,1.11,1.1
CVD-0013192,"",O=C(NC1=CN=CC2=CC=CC=C12)[C@@H]1CCOC2=CC=C(Cl)C=C21,Clc1ccc2c(c1)[C@H](C(=O)Nc1cncc3ccccc13)CCO2,001,CVD-0013192-001,MAT-POS-b3e365b9-1,[H][C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,0.232,0.171,0.316,0.872,2.1
CVD-0013192,"",O=C(NC1=CN=CC2=CC=CC=C12)[C@@H]1CCOC2=CC=C(Cl)C=C21,Clc1ccc2c(c1)[C@H](C(=O)Nc1cncc3ccccc13)CCO2,001,CVD-0013192-001,MAT-POS-b3e365b9-1,[H][C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,0.255,0.240,0.270,1.13,1.1
CVD-0013192,"",O=C(NC1=CN=CC2=CC=CC=C12)[C@@H]1CCOC2=CC=C(Cl)C=C21,Clc1ccc2c(c1)[C@H](C(=O)Nc1cncc3ccccc13)CCO2,001,CVD-0013192-001,MAT-POS-b3e365b9-1,[H][C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,0.141,0.124,0.160,0.950,2.1
CVD-0013191,"",O=C(NC1=CN=CC2=CC=CC=C12)[C@H]1CCOC2=CC=C(Cl)C=C21,Clc1ccc2c(c1)[C@@H](C(=O)Nc1cncc3ccccc13)CCO2,001,CVD-0013191-001,MAT-POS-b3e365b9-2,[H][C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,> 49.8,"","",0.919,2.3
CVD-0013190,"",O=C(CC1=CC(Cl)=CC=C1)NN1N=NC2=CC=CC=C21,Clc1cccc(CC(=O)Nn2nnc3ccccc23)c1,001,CVD-0013190-001,MAT-POS-bfb445d4-2,O=C(Cc1cccc(Cl)c1)Nn1nnc2ccccc21,5.80,4.66,7.23,1.36,1.1
CVD-0013168,"",CC(C)(C)C1=CC=C(N(C(=O)C2=CNN=C2)C(C(=O)NCCC2=CC=CC(F)=C2)C2=CC=CN=C2)C=C1,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2cn[nH]c2)cc1,001,CVD-0013168-001,MAT-POS-f2460aef-5,CC(C)(C)c1ccc(N(C(=O)c2cn[nH]c2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,5.83,4.84,7.02,1.01,1.1
CVD-0013167,"",CC(C)(C)C1=CC=C(N(C(=O)C2=CC=C(Cl)O2)C(C(=O)NCCC2=CC=CC(F)=C2)C2=CC=CN=C2)C=C1,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccc(Cl)o2)cc1,001,CVD-0013167-001,MAT-POS-f2460aef-4,CC(C)(C)c1ccc(N(C(=O)c2ccc(Cl)o2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,0.315,0.294,0.337,1.02,1.1
CVD-0013166,"",CC(C)(C)C1=CC=C(N(C(=O)C2=CNC=N2)C(C(=O)NCCC2=CC=CC(F)=C2)C2=CC=CN=C2)C=C1,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2c[nH]cn2)cc1,001,CVD-0013166-001,MAT-POS-f2460aef-3,CC(C)(C)c1ccc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,0.292,0.264,0.322,1.01,1.1
CVD-0013165,"",CC(C)(C)C1=CC=C(N(C(=O)C2=CC=CO2)[C@@H](C(=O)NCCC2=CC=CC(F)=C2)C2=CC=CN=C2)C=C1,CC(C)(C)c1ccc(N([C@@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccco2)cc1,001,CVD-0013165-001,MAT-POS-f2460aef-2,CC(C)(C)c1ccc(N(C(=O)c2ccco2)[C@@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1 |o1:16|,15.6,14.0,17.4,0.864,1.1
CVD-0013164,"",CC(C)(C)C1=CC=C(N(C(=O)C2=CC=CO2)[C@H](C(=O)NCCC2=CC=CC(F)=C2)C2=CC=CN=C2)C=C1,CC(C)(C)c1ccc(N([C@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccco2)cc1,001,CVD-0013164-001,MAT-POS-f2460aef-1,CC(C)(C)c1ccc(cc1)N([C@@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,0.174,0.167,0.181,1.10,2.1
CVD-0013164,"",CC(C)(C)C1=CC=C(N(C(=O)C2=CC=CO2)[C@H](C(=O)NCCC2=CC=CC(F)=C2)C2=CC=CN=C2)C=C1,CC(C)(C)c1ccc(N([C@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccco2)cc1,001,CVD-0013164-001,MAT-POS-f2460aef-1,CC(C)(C)c1ccc(cc1)N([C@@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,0.0987,0.0441,0.221,1.02,2.3
CVD-0013164,"",CC(C)(C)C1=CC=C(N(C(=O)C2=CC=CO2)[C@H](C(=O)NCCC2=CC=CC(F)=C2)C2=CC=CN=C2)C=C1,CC(C)(C)c1ccc(N([C@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccco2)cc1,001,CVD-0013164-001,MAT-POS-f2460aef-1,CC(C)(C)c1ccc(cc1)N([C@@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,0.102,0.0970,0.107,0.980,2.1
